Ma_lop,Ma_HP,Ten_HP,Khoi_luong,Buoi_so,Thu,Thoi_gian,BD,KT,Tuan,Phong,Can_TN,Loai_lop
713373,ET4020,Digital Signal Processing,3(3-0-1-6),1,3,0920-1145,920,1145,6|10,Online,NULL,TN
713373,ET4020,Digital Signal Processing,3(3-0-1-6),2,3,0920-1145,920,1145,14,T-305,NULL,TN
713374,ET4020,Digital Signal Processing,3(3-0-1-6),1,4,0645-0910,645,910,6|10,Online,NULL,TN
713374,ET4020,Digital Signal Processing,3(3-0-1-6),2,4,0645-0910,645,910,14,T-305,NULL,TN
713375,ET4020,Digital Signal Processing,3(3-0-1-6),1,4,0920-1145,920,1145,6|10,Online,NULL,TN
713375,ET4020,Digital Signal Processing,3(3-0-1-6),2,4,0920-1145,920,1145,14,T-305,NULL,TN
713376,ET4020,Digital Signal Processing,3(3-0-1-6),1,5,0645-0910,645,910,6|10,Online,NULL,TN
713376,ET4020,Digital Signal Processing,3(3-0-1-6),2,5,0645-0910,645,910,14,T-305,NULL,TN
713377,ET4020,Digital Signal Processing,3(3-0-1-6),1,5,0920-1145,920,1145,6|10,Online,NULL,TN
713377,ET4020,Digital Signal Processing,3(3-0-1-6),2,5,0920-1145,920,1145,14,T-305,NULL,TN
713378,ET4020,Digital Signal Processing,3(3-0-1-6),1,6,0645-0910,645,910,6|10,Online,NULL,TN
713378,ET4020,Digital Signal Processing,3(3-0-1-6),2,6,0645-0910,645,910,14,T-305,NULL,TN
713379,ET4020,Digital Signal Processing,3(3-0-1-6),1,6,0920-1145,920,1145,6|10,Online,NULL,TN
713379,ET4020,Digital Signal Processing,3(3-0-1-6),2,6,0920-1145,920,1145,14,T-305,NULL,TN
713380,ET4020,Digital Signal Processing,3(3-0-1-6),1,7,0645-0910,645,910,6|10,Online,NULL,TN
713380,ET4020,Digital Signal Processing,3(3-0-1-6),2,7,0645-0910,645,910,14,T-305,NULL,TN
713381,ET4020,Digital Signal Processing,3(3-0-1-6),1,7,0920-1145,920,1145,6|10,Online,NULL,TN
713381,ET4020,Digital Signal Processing,3(3-0-1-6),2,7,0920-1145,920,1145,14,T-305,NULL,TN
713382,ET4020,Digital Signal Processing,3(3-0-1-6),1,2,0645-0910,645,910,7|11,Online,NULL,TN
713382,ET4020,Digital Signal Processing,3(3-0-1-6),2,2,0645-0910,645,910,15,T-305,NULL,TN
713383,ET4020,Digital Signal Processing,3(3-0-1-6),1,2,0920-1145,920,1145,7|11,Online,NULL,TN
713383,ET4020,Digital Signal Processing,3(3-0-1-6),2,2,0920-1145,920,1145,15,T-305,NULL,TN
713384,ET4020,Digital Signal Processing,3(3-0-1-6),1,3,0645-0910,645,910,7|11,Online,NULL,TN
713384,ET4020,Digital Signal Processing,3(3-0-1-6),2,3,0645-0910,645,910,15,T-305,NULL,TN
713385,ET4020,Digital Signal Processing,3(3-0-1-6),1,3,0920-1145,920,1145,7|11,Online,NULL,TN
713385,ET4020,Digital Signal Processing,3(3-0-1-6),2,3,0920-1145,920,1145,15,T-305,NULL,TN
713386,ET4020,Digital Signal Processing,3(3-0-1-6),1,4,0645-0910,645,910,7|11,Online,NULL,TN
713386,ET4020,Digital Signal Processing,3(3-0-1-6),2,4,0645-0910,645,910,15,T-305,NULL,TN
129279,ET4031,Digital System Design and Synthesis,2(2-1-0-4),1,4,0645-0910,1,3,1-8|10-17,D8-503,NULL,LT+BT
129280,ET4032,Analog IC design,2(2-1-0-4),1,4,0920-1145,4,6,1-8|10-17,D8-503,NULL,LT+BT
129277,ET4041,Computer Architecture,2(2-0-1-4),1,3,1015-1145,5,6,1-8|10-17,D7-202,TN,LT+BT
713600,ET4041,Computer Architecture,2(2-0-1-4),1,3,1505-1730,1505,1730,7,Online,NULL,TN
713600,ET4041,Computer Architecture,2(2-0-1-4),2,3,1505-1730,1505,1730,13|17,C9-306,NULL,TN
713601,ET4041,Computer Architecture,2(2-0-1-4),1,4,1505-1730,1505,1730,7,Online,NULL,TN
713601,ET4041,Computer Architecture,2(2-0-1-4),2,4,1505-1730,1505,1730,13|17,C9-306,NULL,TN
713602,ET4041,Computer Architecture,2(2-0-1-4),1,3,1505-1730,1505,1730,7,Online,NULL,TN
713602,ET4041,Computer Architecture,2(2-0-1-4),2,3,1505-1730,1505,1730,13|17,T-307,NULL,TN
713603,ET4041,Computer Architecture,2(2-0-1-4),1,4,1505-1730,1505,1730,7,Online,NULL,TN
713603,ET4041,Computer Architecture,2(2-0-1-4),2,4,1505-1730,1505,1730,13|17,T-307,NULL,TN
129284,ET4060,Object-Oriented Analysis and Design,3(3-1-0-6),1,3,0645-1005,1,4,1-8|10-17,D5-201,NULL,LT+BT
129285,ET4060,Object-Oriented Analysis and Design,3(3-1-0-6),1,3,1015-1145,5,6,1-8|10-17,D5-202,NULL,LT+BT
129285,ET4060,Object-Oriented Analysis and Design,3(3-1-0-6),2,5,0645-0815,1,2,1-8|10-17,D8-505,NULL,LT+BT
128170,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,5,0920-1145,4,6,1-8|10-17,D6-103,TN,LT+BT
129259,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,3,1230-1455,1,3,1-8|10-17,D5-202,TN,LT+BT
129260,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,3,1505-1730,4,6,1-8|10-17,D5-201,TN,LT+BT
129261,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,5,1230-1455,1,3,1-8|10-17,D5-202,TN,LT+BT
129262,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,5,1505-1730,4,6,1-8|10-17,D5-201,TN,LT+BT
129263,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,6,1505-1730,4,6,1-8|10-17,D8-405,TN,LT+BT
713406,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,2,0645-0910,645,910,5,Online,NULL,TN
713406,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,2,0645-0910,645,910,10|14,C9-202,NULL,TN
713407,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,2,0920-1145,920,1145,5,Online,NULL,TN
713407,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,2,0920-1145,920,1145,10|14,C9-202,NULL,TN
713408,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,3,0645-0910,645,910,5,Online,NULL,TN
713408,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,3,0645-0910,645,910,10|14,C9-202,NULL,TN
713409,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,3,0920-1145,920,1145,5,Online,NULL,TN
713409,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,3,0920-1145,920,1145,10|14,C9-202,NULL,TN
713410,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,4,0645-0910,645,910,5,Online,NULL,TN
713410,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,4,0645-0910,645,910,10|14,C9-202,NULL,TN
713411,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,4,0920-1145,920,1145,5,Online,NULL,TN
713411,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,4,0920-1145,920,1145,10|14,C9-202,NULL,TN
713412,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,3,0920-1145,920,1145,5,Online,NULL,TN
713412,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,3,0920-1145,920,1145,11|15,C9-201,NULL,TN
713413,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,4,0920-1145,920,1145,5,Online,NULL,TN
713413,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,4,0920-1145,920,1145,11|15,C9-201,NULL,TN
713414,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,5,0920-1145,920,1145,5,Online,NULL,TN
713414,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,5,0920-1145,920,1145,11|15,C9-201,NULL,TN
713415,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,3,0920-1145,920,1145,6,Online,NULL,TN
713415,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,3,0920-1145,920,1145,12|16,C9-201,NULL,TN
713416,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,4,0825-1145,830,1150,7,Online,NULL,TN
713416,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,4,0825-1145,830,1150,12|16,C9-202,NULL,TN
713417,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,5,0825-1145,830,1150,7,Online,NULL,TN
713417,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,5,0825-1145,830,1150,12|16,C9-202,NULL,TN
713418,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,5,0645-0910,645,910,5,Online,NULL,TN
713418,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,5,0645-0910,645,910,10|14,C9-202,NULL,TN
713419,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,5,0920-1145,920,1145,5,Online,NULL,TN
713419,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,5,0920-1145,920,1145,10|14,C9-202,NULL,TN
713420,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,6,0645-0910,645,910,5,Online,NULL,TN
713420,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,6,0645-0910,645,910,10|14,C9-202,NULL,TN
713421,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,6,0920-1145,920,1145,5,Online,NULL,TN
713421,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,6,0920-1145,920,1145,10|14,C9-202,NULL,TN
713422,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,2,0645-0910,645,910,6,Online,NULL,TN
713422,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,2,0645-0910,645,910,11|15,C9-202,NULL,TN
713423,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,2,0920-1145,920,1145,6,Online,NULL,TN
713423,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,2,0920-1145,920,1145,11|15,C9-202,NULL,TN
713424,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,3,0645-0910,645,910,6,Online,NULL,TN
713424,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,3,0645-0910,645,910,11|15,C9-202,NULL,TN
713425,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,3,0920-1145,920,1145,6,Online,NULL,TN
713425,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,3,0920-1145,920,1145,11|15,C9-202,NULL,TN
713426,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,4,0645-0910,645,910,6,Online,NULL,TN
713426,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,4,0645-0910,645,910,11|15,C9-202,NULL,TN
713427,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,4,0920-1145,920,1145,6,Online,NULL,TN
713427,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,4,0920-1145,920,1145,11|15,C9-202,NULL,TN
713428,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,5,0645-0910,645,910,6,Online,NULL,TN
713428,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,5,0645-0910,645,910,11|15,C9-202,NULL,TN
713429,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,3,1230-1455,1230,1455,6,Online,NULL,TN
713429,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,3,1230-1455,1230,1455,11|15,C9-202,NULL,TN
713430,ET4070,Fundamentals of Data Communication,3(3-0-1-6),1,6,1230-1455,1230,1455,6,Online,NULL,TN
713430,ET4070,Fundamentals of Data Communication,3(3-0-1-6),2,6,1230-1455,1230,1455,11|15,C9-202,NULL,TN
128330,ET4080E,Fundamentals of Network Engineering,3(3-1-0-6),1,6,1230-1550,1,4,1-8|10-17,D8-402,NULL,LT+BT
129293,ET4081,Communication Networks,2(2-0-1-4),1,6,0825-1005,3,4,1-8|10-17,D5-202,TN,LT+BT
129294,ET4081,Communication Networks,2(2-0-1-4),1,6,1015-1145,5,6,1-8|10-17,D5-202,TN,LT+BT
713395,ET4081,Communication Networks,2(2-0-1-4),1,2,1230-1455,1230,1455,4,Online,NULL,TN
713395,ET4081,Communication Networks,2(2-0-1-4),2,2,1230-1455,1230,1455,8|13,C9-202,NULL,TN
713396,ET4081,Communication Networks,2(2-0-1-4),1,2,1505-1730,1505,1730,4,Online,NULL,TN
713396,ET4081,Communication Networks,2(2-0-1-4),2,2,1505-1730,1505,1730,8|13,C9-202,NULL,TN
713397,ET4081,Communication Networks,2(2-0-1-4),1,3,1230-1455,1230,1455,4,Online,NULL,TN
713397,ET4081,Communication Networks,2(2-0-1-4),2,3,1230-1455,1230,1455,8|13,C9-202,NULL,TN
713398,ET4081,Communication Networks,2(2-0-1-4),1,3,1505-1730,1505,1730,4,Online,NULL,TN
713398,ET4081,Communication Networks,2(2-0-1-4),2,3,1505-1730,1505,1730,8|13,C9-202,NULL,TN
713399,ET4081,Communication Networks,2(2-0-1-4),1,4,1230-1455,1230,1455,4,Online,NULL,TN
713399,ET4081,Communication Networks,2(2-0-1-4),2,4,1230-1455,1230,1455,8|13,C9-202,NULL,TN
713400,ET4081,Communication Networks,2(2-0-1-4),1,4,1505-1730,1505,1730,4,Online,NULL,TN
713400,ET4081,Communication Networks,2(2-0-1-4),2,4,1505-1730,1505,1730,8|13,C9-202,NULL,TN
713401,ET4081,Communication Networks,2(2-0-1-4),1,5,1230-1455,1230,1455,4,Online,NULL,TN
713401,ET4081,Communication Networks,2(2-0-1-4),2,5,1230-1455,1230,1455,8|13,C9-202,NULL,TN
713402,ET4081,Communication Networks,2(2-0-1-4),1,5,1505-1730,1505,1730,4,Online,NULL,TN
713402,ET4081,Communication Networks,2(2-0-1-4),2,5,1505-1730,1505,1730,8|13,C9-202,NULL,TN
713403,ET4081,Communication Networks,2(2-0-1-4),1,6,1230-1455,1230,1455,4,Online,NULL,TN
713403,ET4081,Communication Networks,2(2-0-1-4),2,6,1230-1455,1230,1455,8|13,C9-202,NULL,TN
128258,ET4091,Microwave Engineering,3(3-1-0-6),1,6,1410-1730,3,6,1-8|10-17,D9-207,NULL,LT+BT
129292,ET4092,Microwave engineering,2(2-1-0-4),1,2,0920-1145,4,6,1-8|10-17,D8-406,NULL,LT+BT
129272,ET4100,Bioelectricity Fundamentals,2(2-0-1-4),1,4,1230-1400,1,2,1-8|10-17,D8-501,TN,LT+BT
713258,ET4100,Bioelectricity Fundamentals,2(2-0-1-4),1,2,0645-0910,645,910,5,Online,NULL,TN
713258,ET4100,Bioelectricity Fundamentals,2(2-0-1-4),2,2,0645-0910,645,910,10|15,C9-308B,NULL,TN
713259,ET4100,Bioelectricity Fundamentals,2(2-0-1-4),1,3,0645-0910,645,910,5,Online,NULL,TN
713259,ET4100,Bioelectricity Fundamentals,2(2-0-1-4),2,3,0645-0910,645,910,10|15,C9-308B,NULL,TN
713260,ET4100,Bioelectricity Fundamentals,2(2-0-1-4),1,4,0645-0910,645,910,5,Online,NULL,TN
713260,ET4100,Bioelectricity Fundamentals,2(2-0-1-4),2,4,0645-0910,645,910,10|15,C9-308B,NULL,TN
713261,ET4100,Bioelectricity Fundamentals,2(2-0-1-4),1,5,0645-0910,645,910,5,Online,NULL,TN
713261,ET4100,Bioelectricity Fundamentals,2(2-0-1-4),2,5,0645-0910,645,910,10|15,C9-308B,NULL,TN
129274,ET4110,Sensors and Measurement Techniques in Biomedicine,3(3-0-1-6),1,6,1505-1730,4,6,1-8|10-17,D8-501,TN,LT+BT
130805,ET4110,Sensors and Measurement Techniques in Biomedicine,3(3-0-1-6),1,2,1410-1645,3,5,1-8|10-17,D6-302,TN,LT+BT
